taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Assembly Method	Release Date	Biotic Relationships	Cell Shape	Energy Source	Oxygen Requirement	Sequencing Method	Sporulation	Genome Size   * assembled	Gene Count   * assembled	CRISPR Count   * assembled	GC Count   * assembled	CDS Count   * assembled	RNA Count   * assembled	16S rRNA Count   * assembled	23S rRNA Count   * assembled	Pseudo Genes Count 	Unchar Count 	w/ Func Pred Count   * assembled	w/o function prediction  * assembled	Paralogs Count
640069308	Bacteria	Finished	Clostridioides difficile 630	Clostridioides difficile 630	Wellcome Trust Sanger Institute	640069308	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile	Phrap, Gap4	6/1/2007	Free living	Rod-shaped	Chemoorganotroph	Obligate anaerobe		Sporulating	4298133	3982	10	1248969	3776	206	11	11	24	0	2865	911	2445
637000063	Bacteria	Finished	Chlamydia trachomatis A/HAR-13	Chlamydia trachomatis sv. A HAR-13	Integrated Genomics	637000063	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis		12/1/2006	Symbiotic	Rod-shaped					1051969	965	0	434113	919	46	2	2	0	0	680	239	253
2545824788	Bacteria	Finished	Legionella oakridgensis ATCC 33761	Legionella oakridgensis ATCC 33761	University of Gottingen	2545824788	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella oakridgensis	Celera Assembler v. version 6.1	3/30/2015		Rod-shaped		Anaerobe	454 GS FLX Titanium, Sanger	Nonsporulating	2773209	2990	1	1133102	2932	58	3	3	0	0	2152	780	228
2558860211	Bacteria	Finished	Mycobacterium tuberculosis	Mycobacterium tuberculosis BS1	The Chinese University of Hong Kong	2558860211	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis		3/7/2014							4407929	4199	1	2892072	4151	48	1	1	0	0	3284	867	744
2554235334	Bacteria	Finished	Analysis of Chlamydia trachomatis strains,Oregon State Univ	Chlamydia trachomatis RC-J966	Oregon State University	2554235334	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis		1/1/2014	Symbiotic	Rod-shaped					1038839	969	0	429314	926	43	2	2	0	0	701	225	12
2521172688	Bacteria	Finished	Lactobacillus helveticus R0052	Lactobacillus helveticus R0052	Institut Rosell Inc	2521172688	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus		2/1/2013	Free living	Rod-shaped		Facultative			2129206	2084	1	783459	2011	73	4	4	0	0	1666	345	372
2513237251	Bacteria	Finished	Escherichia coli Xuzhou21	Escherichia coli Xuzhou21	Chinese Center for Disease Control and Prevention	2513237251	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli		5/22/2012	Free living	Rod-shaped	Heterotroph	Facultative		Nonsporulating	5516736	5298	1	2780169	5183	115	7	7	0	0	4324	859	1035
641228504	Bacteria	Finished	Marine Actinomycetes	Salinispora arenicola CNS-205	DOE Joint Genome Institute (JGI)	641228504	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora arenicola		3/1/2008	Free living	Filament-shaped		Aerobe	Sanger	Sporulating	5786361	5169	7	4022593	5106	63	3	3	189	0	3388	1718	924
637000143	Bacteria	Finished	Lactobacillus salivarius salivarius UCC118	Lactobacillus salivarius salivarius UCC118	University College Cork	637000143	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius	Phred-Phrap	12/1/2006	Free living	Rod-shaped		Facultative		Nonsporulating	2133977	2196	1	705076	2073	123	7	7	56	0	1430	643	1041
2554235341	Bacteria	Finished	Pseudomonas protegens CHA0	Pseudomonas protegens CHA0	University of Gottingen	2554235341	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens		1/1/2014		Rod-shaped	Heterotroph	Aerobe			6867980	6198	0	4353653	6115	83	5	5	1	0	5016	1099	805
2597490165	Bacteria	Finished	The complete genome sequence of Bacillus anthracis str.Han	Bacillus anthracis Han	Beijing Institute of Microbiology and Epidemiology	2597490165	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	Newbler v. 2.8	12/8/2014		Rod-shaped		Facultative	Ion Torrent PGM		5225433	5892	1	1847985	5743	149	11	11	0	0	4346	1397	970
646564537	Bacteria	Finished	Helicobacter mustelae ATCC 43772	Helicobacter mustelae ATCC 43772	Wellcome Trust Sanger Institute	646564537	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter mustelae	Phrap, Gap4	8/1/2010	Free living	Spiral-shaped		Aerobe		Nonsporulating	1578097	1444	1	670144	1400	44	2	2	0	0	1135	265	56
646311938	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Kribbella flavida IFO 14399, DSM 17836	DOE Joint Genome Institute (JGI)	646311938	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella flavida	Newbler v. 1.1.01.20, Phrap v. 4.24 SPS	4/1/2010	Free living	Rod-shaped		Obligate aerobe	Illumina, Sanger, 454 GS FLX	Sporulating	7579488	7149	1	5348686	7086	63	2	2	143	0	4957	2129	1185
2571042428	Bacteria	Finished	Staphylococcus aureus aureus Tager 104 Genome sequencing	Staphylococcus aureus aureus Tager 104	Auburn University	2571042428	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus		5/26/2014					PacBio RS, Illumina MiSeq		2868388	2762	3	939319	2672	90	4	3	0	0	2185	487	402
637000335	Bacteria	Finished	Vibrio parahaemolyticus RIMD 2210633	Vibrio parahaemolyticus sv. O3:K6 RIMD 2210633	RIKEN	637000335	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	Phred-Phrap-Consed	12/1/2006	Free living	Rod-shaped	Heterotroph	Facultative	Sanger	Nonsporulating	5165770	5032	1	2343877	4832	200	11	11	0	0	3236	1596	2683
2513237203	Bacteria	Finished	Genome sequencing of Helicobacter pylori, Washington University Medical School	Helicobacter pylori Shi417	Washington University	2513237203	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori		5/22/2012							1665719	1590	0	645809	1548	42	2	2	0	0	1213	335	104
2540341171	Bacteria	Finished	Wolbachia endosymbiont of Drosophila simulans wHa Genome sequencing	Wolbachia endosymbiont of Drosophila simulans wHa	Uppsala University	2540341171	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Drosophila simulans		9/19/2013	Symbiotic						1295804	1046	1	454715	1009	37	1	1	96	0	807	202	107
648028023	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Desulfarculus baarsii 2st14, DSM 2075	DOE Joint Genome Institute (JGI)	648028023	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	Desulfarculus baarsii		1/1/2011	Free living			Anaerobe	454, Sanger		3655731	3355	3	2401943	3303	52	1	1	26	0	2488	815	346
646564520	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Cellulomonas flavigena 134, DSM 20109	DOE Joint Genome Institute (JGI)	646564520	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas flavigena	Newbler v. 1.1.02.15, Paracel Genome Assembler v. 2.6.2	8/1/2010	Free living	Rod-shaped	Chemoorganotroph	Facultative	454, Sanger	Nonsporulating	4123179	3783	0	3063259	3730	53	2	2	52	0	2658	1072	431
2518645548	Bacteria	Finished	Blattabacterium sp. (Blaberus giganteus)	Blattabacterium sp. (Blaberus giganteus)	Yale University	2518645548	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp. (Blaberus giganteus)		12/4/2012	Symbiotic		Heterotroph		Illumina GAIIx		632588	613	0	162579	577	36	1	1	1	0	539	38	2
651053078	Bacteria	Finished	Vibrio cholerae LMA3894-4	Vibrio cholerae LMA3894-4	Rede Paraense de Genomica e Proteomica	651053078	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae		12/1/2011	Free living	Curved-shaped	Heterotroph	Facultative		Nonsporulating	3738715	3270	2	1794202	3153	117	8	8	2	0	2636	517	199
2558860210	Bacteria	Finished	Zymomonas mobilis mobilis CP4	Zymomonas mobilis mobilis CP4	Peking Union Medical College	2558860210	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis		3/7/2014	Free living	Rod-shaped		Facultative			2147181	1890	3	988226	1830	60	3	3	5	0	1524	306	73
637000203	Bacteria	Finished	Pasteurella multocida multocida Pm70	Pasteurella multocida multocida sv. 3 Pm70	University of Minnesota	637000203	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida	Phred-Phrap	12/1/2006	Free living	Rod-shaped		Facultative			2257487	2102	4	912135	2015	87	6	6	0	0	1545	470	919
2554235445	Bacteria	Finished	Comparative genomics analysis of aminoglycoside resistance in multi-drug resistant Klebsiella pneumoniae JM45 isolate.	Klebsiella pneumoniae JM45	Hangzhou Yuhang Hospital of Traditional Chinese Medicine	2554235445	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae		1/1/2014			Heterotroph				5603174	5249	0	3209181	5141	108	8	8	0	0	4346	795	703
2511231151	Bacteria	Finished	Actinoplanes sp. SE50/110	Actinoplanes sp. SE50/110	Bielefeld University	2511231151	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. SE50/110		2/28/2012	Free living			Aerobe			9239851	8362	1	6589606	8247	115	6	6	23	0	6025	2222	1604
650377970	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Blautia torques L2-14	Wellcome Trust Sanger Institute	650377970	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] torques		7/1/2011	Free living	Coccus-shaped		Anaerobe	454 GS FLX Titanium	Nonsporulating	3341681	2848	0	1341431	2798	50	1	1	0	0	2102	696	306
2511231111	Bacteria	Finished	Pan-genomics of Corynebacterium diphtheriae	Corynebacterium diphtheriae PW8	Bielefeld University	2511231111	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae		2/28/2012	Free living	Rod-shaped	Chemoorganotroph	Facultative		Nonsporulating	2530683	2390	1	1359103	2322	68	5	5	22	0	1876	446	282
637000346	Bacteria	Finished	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonas oryzae pv. oryzae KACC10331	Macrogen	637000346	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae	Phred-Phrap-Consed	12/1/2006	Free living	Rod-shaped		Aerobe			4941439	4300	1	3147365	4227	73	2	2	147	0	3117	1110	2501
2505119043	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermovirga lienii Cas60314, DSM 17291	DOE Joint Genome Institute (JGI)	2505119043	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga lienii	Newbler v. 2.0.00.20 PostRelease-11/5/2008, Velvet v. 1.0.13, Phrap v. 4.24 SPS	4/5/2011	Free living	Rod-shaped	Chemoorganotroph	Obligate anaerobe	Illumina, 454 GS FLX	Nonsporulating	1999646	1973	2	941059	1914	59	3	3	38	0	1668	246	173
2615840659	Bacteria	Finished	Corynebacterium Type Strain Sequencing and Analysis Project	Corynebacterium testudinoris DSM 44614 Genome Sequencing	Center for Biotechnology (CeBiTec), Bielefeld Univeristy	2615840659	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium testudinoris	Newbler v.2.8	5/3/2015					Illumina MiSeq		2721226	2631	0	1718138	2561	70	4	4	0	0	2035	526	190
2515154053	Bacteria	Finished	Tetrathiobacter kashmirensis WT001	Advenella kashmirensis WT001	Bose Institute	2515154053	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella kashmirensis	SOLiD de novo tools v. 2.0	4/1/2013			Chemolithoautotroph	Aerobe	SOLiD		4423879	3980	0	2423238	3933	47	2	2	0	0	3335	598	350
642555144	Bacteria	Finished	Nostoc punctiforme ATCC 29133	Nostoc punctiforme PCC 73102	DOE Joint Genome Institute (JGI)	642555144	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme		12/1/2008	Symbiotic	Filament-shaped		Aerobe	Sanger		9059191	6791	8	3746385	6690	101	4	4	0	0	4170	2520	1861
2519103101	Bacteria	Finished	Leptospirillum ferriphilum ML-04	Leptospirillum ferriphilum ML-04	Shandong University	2519103101	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferriphilum									2406157	2525	0	1312577	2471	54	2	2	2	0	1718	753	196
640427144	Bacteria	Finished	Sphingomonas wittichii RW1	Sphingomonas wittichii RW1	DOE Joint Genome Institute (JGI)	640427144	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii		9/1/2007	Free living	Rod-shaped	Heterotroph	Aerobe	Sanger	Nonsporulating	5915246	5463	0	4016521	5399	64	2	2	54	0	4102	1297	1028
2563366571	Bacteria	Finished	Genome sequences of 56 Campylobacter jejuni and C. coli strains - USDA-ARS-WRRC-PSM	Campylobacter coli RM4661	U.S. Department of Agriculture	2563366571	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli		4/14/2014							1872235	1912	1	582616	1862	50	3	3	95	0	1494	368	191
2576861420	Bacteria	Finished	Bradyrhizobium japonicum SEMIA 5079	Bradyrhizobium japonicum SEMIA 5079	EMBRAPA	2576861420	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	Newbler v. 2.6		Symbiotic	Rod-shaped	Photosynthetic	Aerobe	454		9583027	8705	0	6088894	8648	57	2	2	0	0	6514	2134	2001
2518285589	Bacteria	Finished	Candidatus Portiera aleyrodidarum TV	Candidatus Portiera aleyrodidarum TV (unscreened)	Yale School of Medicine	2518285589	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	Candidatus Portiera aleyrodidarum	Velvet v. 1.1.06, MIRA v. 3.4.0, SOAP v2.21	4/6/2014	Symbiotic			Obligate aerobe	Illumina HiSeq 2000		280663	306	0	69306	266	40	1	1	0	0	264	2	37
644736327	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Atopobium parvulum IPP 1246, DSM 20469	DOE Joint Genome Institute (JGI)	644736327	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	Atopobium parvulum	Newbler v. 2.3, Phrap v. 4.24 SPS	12/1/2009	Free living	Coccus-shaped		Obligate anaerobe	Sanger, 454 GS FLX	Nonsporulating	1543805	1422	0	705312	1369	53	1	1	16	0	1063	306	35
637000111	Bacteria	Finished	Francisella tularensis holarctica LVS	Francisella tularensis holarctica LVS	Centers for Disease Control and Prevention (CDC), USA	637000111	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis		12/1/2006	Free living	Rod-shaped		Aerobe		Nonsporulating	1895994	2019	0	609612	1966	53	3	3	212	0	1284	682	821
637000244	Bacteria	Finished	Rickettsia felis URRWXCal2	Rickettsia felis URRWXCal2	Centre National de la Recherche Scientifique (CNRS)	637000244	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia felis	Phred-Phrap-Consed	12/1/2006	Symbiotic	Rod-shaped		Aerobe		Nonsporulating	1587240	1552	1	516066	1512	40	1	1	0	0	1092	420	754
2561511195	Bacteria	Finished	Bacillus thuringiensis sv. thuringiensis IS5056	Bacillus thuringiensis sv. thuringiensis IS5056	University of Bialystok	2561511195	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	GS Data Analysis v. 2.8	3/23/2014			Heterotroph		454, Illumina		6771593	7046	6	2362878	6922	124	13	13	0	0	5136	1786	1534
637000258	Bacteria	Finished	Shewanella oneidensis MR-1	Shewanella oneidensis MR-1	J. Craig Venter Institute (JCVI)	637000258	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella oneidensis	TIGR Assembler	12/1/2006	Free living	Rod-shaped	Heterotroph	Facultative		Nonsporulating	5131416	4657	0	2354767	4502	155	9	9	30	0	2981	1521	2442
2597490125	Bacteria	Finished	Burkholderia sequencing - Los Alamos National Laboratory	Burkholderia pseudomallei MSHR5855	Los Alamos National Laboratory	2597490125	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	Newbler v. 2.6; Velvet v. 1.2.08; Allpaths v. 44837; Phrap v. SPS - 4.24	12/8/2014					454, Illumina, PacBio RS		7297804	6078	0	4964771	5986	92	4	4	0	0	4804	1182	981
2597489926	Bacteria	Finished	Bradyrhizobium oligotrophicum S58	Bradyrhizobium oligotrophicum S58	Tohoku University	2597489926	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum	Newbler; Phred/Phrap/Consed	12/8/2014					454 GS FLX Titanium		8264165	7209	9	5382140	7130	79	2	2	0	0	5478	1652	1035
648231719	Bacteria	Finished	Xylella fastidiosa fastidiosa GB514	Xylella fastidiosa fastidiosa GB514	University of Texas, Houston	648231719	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa		1/1/2011	Free living	Rod-shaped	Heterotroph	Aerobe	454 GS FLX, 454 GS FLX Titanium		2517383	2271	0	1302893	2216	55	2	2	0	0	1501	715	300
2511231065	Bacteria	Finished	Pseudovibrio sp. FO-BEG1	Pseudovibrio sp. FO-BEG1	Max Planck Institute	2511231065	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	Pseudovibrio sp. FO-BEG1		2/28/2012	Free living	Vibrio-shaped	Heterotroph	Facultative		Nonsporulating	5916782	5555	0	3099817	5468	87	6	6	5	0	4260	1208	543
2565956572	Bacteria	Finished	Bacillus pumilus B6033	Bacillus pumilus B6033	University of Manitoba	2565956572	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus		4/28/2014							3763493	3765	0	1556817	3659	106	8	8	42	0	3148	511	309
646564538	Bacteria	Finished	Klebsiella pneumoniae NTUH-K2044	Klebsiella pneumoniae NTUH-K2044	National Yang Ming University	646564538	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae		8/1/2010	Free living	Rod-shaped		Facultative			5472672	5385	1	3139628	5262	123	8	8	0	0	4202	1060	677
2597490074	Bacteria	Finished	Burkholderia sequencing - Los Alamos National Laboratory	Burkholderia pseudomallei MSHR5858	Los Alamos National Laboratory	2597490074	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	Newbler v. 2.6; Velvet v. 1.2.08; Allpathsv. 44837; Phrap v. SPS - 4.24; HGAP v.1. and 3	12/8/2014					454, Illumina, PacBio RS		7072128	5841	0	4826957	5756	85	4	4	0	0	4694	1062	929
650716040	Bacteria	Finished	Carbohydrate degrading bacteria from deep sea	Glaciecola agarilytica 4H-3-7+YE-5	DOE Joint Genome Institute (JGI)	650716040	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola sp. 4H-3-7+YE-5		12/1/2011	Free living	Rod-shaped	Heterotroph	Aerobe	Illumina	Nonsporulating	5393591	4688	0	2375249	4610	78	5	5	63	0	3381	1229	333
650716093	Bacteria	Finished	Streptococcus suis ST3	Streptococcus suis sv. 3 ST3	Huazhong Agricultural University	650716093	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis		12/1/2011	Free living	Coccus-shaped		Facultative		Nonsporulating	2028815	2018	2	837890	1952	66	4	4	0	0	1486	466	172
644736389	Bacteria	Finished	CSP_300136_795817	Methylovorus glucosetrophus SIP3-4	DOE Joint Genome Institute (JGI)	644736389	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylovorus	Methylovorus glucosotrophus		12/1/2009	Free living	Rod-shaped	Methylotroph	Aerobe	454 GS FLX	Nonsporulating	3082007	2976	0	1683055	2922	54	2	2	12	0	2180	742	194
641522624	Bacteria	Finished	Escherichia coli SECEC SMS-3-5	Escherichia coli SECEC SMS-3-5	J. Craig Venter Institute (JCVI)	641522624	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	MUMmer v. 2.1, ACT, Pipmake	8/1/2008	Free living	Rod-shaped	Heterotroph	Facultative	Sanger	Nonsporulating	5215377	5025	2	2633373	4913	112	7	7	1	0	3927	986	657
2548876779	Bacteria	Finished	Bacillus megaterium NCT-2	Bacillus megaterium NCT-2 GCA_000334875.1	Shanghai Jiao Tong University	2548876779	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus megaterium	SOAPdenovo v. Dec-2016	12/5/2013	Symbiotic	Rod-shaped		Aerobe	Illumina GAIIx, Illumina HiSeq	Sporulating	5323778	5571	0	2011011	5484	87	1	1	0	0	4212	1272	984
2597490180	Bacteria	Finished	Vibrio vulnificus strains sequencing - Academia Sinica	Vibrio vulnificus 93U204	Academia Sinica	2597490180	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	ALLPATH-LG release v. 42781	12/8/2014		Curved-shaped			Illumina HiSeq 2000, Illumina MiSeq		5127345	4681	2	2393469	4519	162	8	8	0	0	3678	841	521
2561511213	Bacteria	Finished	Lactobacillus casei LOCK919 Genome sequencing	Lactobacillus casei LOCK919	Polish Academy of Sciences, Institute of Biochemistry and Biophysics	2561511213	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus casei		3/23/2014							3143369	3178	1	1452971	3103	75	5	5	0	0	2332	771	363
